Category ID;Active (0/1);Name *;Parent category;Root category (0/1);Description;Meta title;Meta description;URL rewritten;Image URL
119;1;Niña;117;0;;;;bicicletas-24-pulgadas-nina-119;https://jlwenti.com/website/image?model=product.public.category&id=20&field=image_512
120;1;26 pulgadas;100;0;;;;bicicletas-26-pulgadas-120;https://jlwenti.com/website/image?model=product.public.category&id=103&field=image_512
121;1;Aluminio;120;0;;;;bicicletas-26-pulgadas-aluminio-121;https://jlwenti.com/website/image?model=product.public.category&id=106&field=image_512
122;1;Hombre;121;0;;;;bicicletas-26-pulgadas-aluminio-hombre-122;https://jlwenti.com/website/image?model=product.public.category&id=414&field=image_512
123;1;Talla 15;122;0;;;;bicicletas-26-pulgadas-aluminio-hombre-talla-15-123;https://jlwenti.com/website/image?model=product.public.category&id=416&field=image_512
124;1;Talla 17;122;0;;;;bicicletas-26-pulgadas-aluminio-hombre-talla-17-124;https://jlwenti.com/website/image?model=product.public.category&id=417&field=image_512
125;1;Talla 18;122;0;;;;bicicletas-26-pulgadas-aluminio-hombre-talla-18-125;https://jlwenti.com/website/image?model=product.public.category&id=418&field=image_512
126;1;Talla 19;122;0;;;;bicicletas-26-pulgadas-aluminio-hombre-talla-19-126;https://jlwenti.com/website/image?model=product.public.category&id=419&field=image_512
127;1;Talla 20;122;0;;;;bicicletas-26-pulgadas-aluminio-hombre-talla-20-127;https://jlwenti.com/website/image?model=product.public.category&id=420&field=image_512
128;1;Talla 21;122;0;;;;bicicletas-26-pulgadas-aluminio-hombre-talla-21-128;https://jlwenti.com/website/image?model=product.public.category&id=443&field=image_512
129;1;Mujer;121;0;;;;bicicletas-26-pulgadas-aluminio-mujer-129;https://jlwenti.com/website/image?model=product.public.category&id=415&field=image_512
130;1;Talla 15;129;0;;;;bicicletas-26-pulgadas-aluminio-mujer-talla-15-130;https://jlwenti.com/website/image?model=product.public.category&id=421&field=image_512
131;1;Talla 17;129;0;;;;bicicletas-26-pulgadas-aluminio-mujer-talla-17-131;https://jlwenti.com/website/image?model=product.public.category&id=422&field=image_512
132;1;Talla 18;129;0;;;;bicicletas-26-pulgadas-aluminio-mujer-talla-18-132;https://jlwenti.com/website/image?model=product.public.category&id=423&field=image_512
133;1;Talla 19;129;0;;;;bicicletas-26-pulgadas-aluminio-mujer-talla-19-133;https://jlwenti.com/website/image?model=product.public.category&id=424&field=image_512
134;1;Hombre;120;0;;;;bicicletas-26-pulgadas-hombre-134;https://jlwenti.com/website/image?model=product.public.category&id=107&field=image_512
135;1;Mujer;120;0;;;;bicicletas-26-pulgadas-mujer-135;https://jlwenti.com/website/image?model=product.public.category&id=257&field=image_512
136;1;Paseo/Cruiser;120;0;;;;bicicletas-26-pulgadas-paseo-cruiser-136;https://jlwenti.com/website/image?model=product.public.category&id=104&field=image_512
137;1;"27,5"" pulgadas";100;0;;;;bicicletas-27-5-pulgadas-137;https://jlwenti.com/website/image?model=product.public.category&id=437&field=image_512
138;1;28 Pulgadas;100;0;;;;bicicletas-28-pulgadas-138;https://jlwenti.com/website/image?model=product.public.category&id=338&field=image_512
139;1;"29"" pulgadas";100;0;;;;bicicletas-29-pulgadas-139;https://jlwenti.com/website/image?model=product.public.category&id=438&field=image_512
140;1;BMX;100;0;;;;bicicletas-bmx-140;https://jlwenti.com/website/image?model=product.public.category&id=439&field=image_512
141;1;E-Bikes;100;0;;;;bicicletas-e-bikes-141;https://jlwenti.com/website/image?model=product.public.category&id=502&field=image_512
142;1;Plegables;100;0;;;;bicicletas-plegables-142;https://jlwenti.com/website/image?model=product.public.category&id=334&field=image_512
143;1;Oferta;100;0;;;;bicicletas-oferta-143;https://jlwenti.com/website/image?model=product.public.category&id=488&field=image_512
144;1;Outlet (Consultar);100;0;;;;bicicletas-outlet-consultar-144;https://jlwenti.com/website/image?model=product.public.category&id=489&field=image_512
145;1;Accesorios;1;1;;;;accesorios-145;https://jlwenti.com/website/image?model=product.public.category&id=23&field=image_512
146;1;Aros de pantalon;145;0;;;;accesorios-aros-de-pantalon-146;https://jlwenti.com/website/image?model=product.public.category&id=74&field=image_512
147;1;Aletas;145;0;;;;accesorios-aletas-147;https://jlwenti.com/website/image?model=product.public.category&id=73&field=image_512
148;1;Bidones;145;0;;;;accesorios-bidones-148;https://jlwenti.com/website/image?model=product.public.category&id=75&field=image_512
149;1;Bidones 500-650 cc;148;0;;;;accesorios-bidones-bidones-500-650-cc-149;https://jlwenti.com/website/image?model=product.public.category&id=76&field=image_512
150;1;Bidones 700 - 1000 cc;148;0;;;;accesorios-bidones-bidones-700-1000-cc-150;https://jlwenti.com/website/image?model=product.public.category&id=78&field=image_512
151;1;Bidones infantiles;148;0;;;;accesorios-bidones-bidones-infantiles-151;https://jlwenti.com/website/image?model=product.public.category&id=79&field=image_512
152;1;Fundas de bidón;148;0;;;;accesorios-bidones-fundas-de-bidon-152;https://jlwenti.com/website/image?model=product.public.category&id=77&field=image_512
153;1;Bolsos;145;0;;;;accesorios-bolsos-153;https://jlwenti.com/website/image?model=product.public.category&id=80&field=image_512
154;1;Alforjas;153;0;;;;accesorios-bolsos-alforjas-154;https://jlwenti.com/website/image?model=product.public.category&id=81&field=image_512
155;1;Fundas de transporte;153;0;;;;accesorios-bolsos-fundas-de-transporte-155;https://jlwenti.com/website/image?model=product.public.category&id=85&field=image_512
156;1;Fundas movil;153;0;;;;accesorios-bolsos-fundas-movil-156;https://jlwenti.com/website/image?model=product.public.category&id=84&field=image_512
157;1;Bolsos sillin;153;0;;;;accesorios-bolsos-bolsos-sillin-157;https://jlwenti.com/website/image?model=product.public.category&id=83&field=image_512
158;1;Mochilas y bolsas hidratación;153;0;;;;accesorios-bolsos-mochilas-y-bolsas-hidratacion-158;https://jlwenti.com/website/image?model=product.public.category&id=82&field=image_512
159;1;Candados;145;0;;;;accesorios-candados-159;https://jlwenti.com/website/image?model=product.public.category&id=86&field=image_512
160;1;Candados-U;159;0;;;;accesorios-candados-candados-u-160;https://jlwenti.com/website/image?model=product.public.category&id=356&field=image_512
161;1;Varios;159;0;;;;accesorios-candados-varios-161;https://jlwenti.com/website/image?model=product.public.category&id=427&field=image_512
162;1;Menor que 100cm;159;0;;;;menor-que-100cm-162;https://jlwenti.com/website/image?model=product.public.category&id=429&field=image_512
163;1;Mayor que 100cm;159;0;;;;mayor-que-100cm-163;https://jlwenti.com/website/image?model=product.public.category&id=428&field=image_512
164;1;Cestas;145;0;;;;accesorios-cestas-164;https://jlwenti.com/website/image?model=product.public.category&id=87&field=image_512
165;1;CTB / MTB;164;0;;;;accesorios-cestas-ctb-mtb-165;https://jlwenti.com/website/image?model=product.public.category&id=93&field=image_512
166;1;Infantiles;164;0;;;;accesorios-cestas-infantiles-166;https://jlwenti.com/website/image?model=product.public.category&id=88&field=image_512
167;1;Cuentakilometros;145;0;;;;accesorios-cuentakilometros-167;https://jlwenti.com/website/image?model=product.public.category&id=99&field=image_512
168;1;Smartwatch;167;0;;;;accesorios-cuentakilometros-smartwatch-168;https://jlwenti.com/website/image?model=product.public.category&id=516&field=image_512
169;1;Varios;167;0;;;;accesorios-cuentakilometros-varios-169;https://jlwenti.com/website/image?model=product.public.category&id=101&field=image_512
170;1;Recambios;167;0;;;;accesorios-cuentakilometros-recambios-170;https://jlwenti.com/website/image?model=product.public.category&id=425&field=image_512
171;1;Sigma;167;0;;;;accesorios-cuentakilometros-sigma-171;https://jlwenti.com/website/image?model=product.public.category&id=100&field=image_512
172;1;Complementos;145;0;;;;accesorios-complementos-172;https://jlwenti.com/website/image?model=product.public.category&id=94&field=image_512
173;1;Protectores cuadro;172;0;;;;accesorios-complementos-protectores-cuadro-173;https://jlwenti.com/website/image?model=product.public.category&id=96&field=image_512
174;1;Tapones de valvula;172;0;;;;accesorios-complementos-tapones-de-valvula-174;https://jlwenti.com/website/image?model=product.public.category&id=97&field=image_512
175;1;Adhesivos;172;0;;;;accesorios-complementos-adhesivos-175;https://jlwenti.com/website/image?model=product.public.category&id=95&field=image_512
176;1;Varios;172;0;;;;accesorios-complementos-varios-176;https://jlwenti.com/website/image?model=product.public.category&id=98&field=image_512
177;1;Espejos;145;0;;;;accesorios-espejos-177;https://jlwenti.com/website/image?model=product.public.category&id=72&field=image_512
178;1;Estabilizadores;145;0;;;;accesorios-estabilizadores-178;https://jlwenti.com/website/image?model=product.public.category&id=113&field=image_512
179;1;Recambios;178;0;;;;accesorios-estabilizadores-recambios-179;https://jlwenti.com/website/image?model=product.public.category&id=115&field=image_512
180;1;Estabilizadores;178;0;;;;accesorios-estabilizadores-estabilizadores-180;https://jlwenti.com/website/image?model=product.public.category&id=114&field=image_512
181;1;Expositores y perchas;145;0;;;;accesorios-expositores-y-perchas-181;https://jlwenti.com/website/image?model=product.public.category&id=133&field=image_512
182;1;Expositores;181;0;;;;accesorios-expositores-y-perchas-expositores-182;https://jlwenti.com/website/image?model=product.public.category&id=116&field=image_512
183;1;Perchas;181;0;;;;accesorios-expositores-y-perchas-perchas-183;https://jlwenti.com/website/image?model=product.public.category&id=132&field=image_512
184;1;Guardabarros;145;0;;;;accesorios-guardabarros-184;https://jlwenti.com/website/image?model=product.public.category&id=117&field=image_512
185;1;Infladores;145;0;;;;accesorios-infladores-185;https://jlwenti.com/website/image?model=product.public.category&id=26&field=image_512
186;1;Accesorios Infladores;185;0;;;;accesorios-infladores-accesorios-infladores-186;https://jlwenti.com/website/image?model=product.public.category&id=27&field=image_512
187;1;Abrazaderas;186;0;;;;accesorios-infladores-accesorios-infladores-abrazaderas-187;https://jlwenti.com/website/image?model=product.public.category&id=123&field=image_512
188;1;Adaptadores;186;0;;;;accesorios-infladores-accesorios-infladores-adaptadores-188;https://jlwenti.com/website/image?model=product.public.category&id=28&field=image_512
189;1;Racord;186;0;;;;accesorios-infladores-accesorios-infladores-racord-189;https://jlwenti.com/website/image?model=product.public.category&id=118&field=image_512
190;1;Bombonas CO2;186;0;;;;accesorios-infladores-accesorios-infladores-bombonas-co2-190;https://jlwenti.com/website/image?model=product.public.category&id=121&field=image_512
191;1;Clásicas;185;0;;;;accesorios-infladores-clasicas-191;https://jlwenti.com/website/image?model=product.public.category&id=122&field=image_512
192;1;Infladores taller;185;0;;;;accesorios-infladores-infladores-taller-192;https://jlwenti.com/website/image?model=product.public.category&id=120&field=image_512
193;1;Mini infladores;185;0;;;;accesorios-infladores-mini-infladores-193;https://jlwenti.com/website/image?model=product.public.category&id=58&field=image_512
194;1;Luces;145;0;;;;accesorios-luces-194;https://jlwenti.com/website/image?model=product.public.category&id=55&field=image_512
195;1;Recambios y baterias;194;0;;;;accesorios-luces-recambios-y-baterias-195;https://jlwenti.com/website/image?model=product.public.category&id=446&field=image_512
196;1;Trasera;194;0;;;;accesorios-luces-trasera-196;https://jlwenti.com/website/image?model=product.public.category&id=129&field=image_512
197;1;Conjuntos;194;0;;;;accesorios-luces-conjuntos-197;https://jlwenti.com/website/image?model=product.public.category&id=56&field=image_512
198;1;Dinamo;194;0;;;;accesorios-luces-dinamo-198;https://jlwenti.com/website/image?model=product.public.category&id=124&field=image_512
199;1;Reflectores;194;0;;;;accesorios-luces-reflectores-199;https://jlwenti.com/website/image?model=product.public.category&id=128&field=image_512
200;1;Delantera;194;0;;;;accesorios-luces-delantera-200;https://jlwenti.com/website/image?model=product.public.category&id=57&field=image_512
201;1;Patas;145;0;;;;accesorios-patas-201;https://jlwenti.com/website/image?model=product.public.category&id=131&field=image_512
202;1;Portabidones;145;0;;;;accesorios-portabidones-202;https://jlwenti.com/website/image?model=product.public.category&id=24&field=image_512
203;1;Acero;202;0;;;;accesorios-portabidones-acero-203;https://jlwenti.com/website/image?model=product.public.category&id=134&field=image_512
204;1;Aluminio;202;0;;;;accesorios-portabidones-aluminio-204;https://jlwenti.com/website/image?model=product.public.category&id=25&field=image_512
205;1;Fibra;202;0;;;;accesorios-portabidones-fibra-205;https://jlwenti.com/website/image?model=product.public.category&id=137&field=image_512
206;1;Carbono;202;0;;;;accesorios-portabidones-carbono-206;https://jlwenti.com/website/image?model=product.public.category&id=135&field=image_512
207;1;Varios;202;0;;;;accesorios-portabidones-varios-207;https://jlwenti.com/website/image?model=product.public.category&id=139&field=image_512
208;1;Infantil;202;0;;;;accesorios-portabidones-infantil-208;https://jlwenti.com/website/image?model=product.public.category&id=138&field=image_512
209;1;Portabultos;145;0;;;;accesorios-portabultos-209;https://jlwenti.com/website/image?model=product.public.category&id=140&field=image_512
210;1;Pulpos;209;0;;;;accesorios-portabultos-pulpos-210;https://jlwenti.com/website/image?model=product.public.category&id=142&field=image_512
211;1;Trasero;209;0;;;;accesorios-portabultos-trasero-211;https://jlwenti.com/website/image?model=product.public.category&id=143&field=image_512
212;1;A la tija;209;0;;;;accesorios-portabultos-a-la-tija-212;https://jlwenti.com/website/image?model=product.public.category&id=144&field=image_512
213;1;Delantera;209;0;;;;accesorios-portabultos-delantera-213;https://jlwenti.com/website/image?model=product.public.category&id=141&field=image_512
214;1;Posapies;145;0;;;;accesorios-posapies-214;https://jlwenti.com/website/image?model=product.public.category&id=145&field=image_512
215;1;Protesis;145;0;;;;accesorios-protesis-215;https://jlwenti.com/website/image?model=product.public.category&id=31&field=image_512
216;1;Sillitas portabebes;145;0;;;;accesorios-sillitas-portabebes-216;https://jlwenti.com/website/image?model=product.public.category&id=149&field=image_512
217;1;Portamuñecas;216;0;;;;accesorios-sillitas-portabebes-portamunecas-217;https://jlwenti.com/website/image?model=product.public.category&id=152&field=image_512
218;1;AL PORTAMALETAS;216;0;;;;accesorios-sillitas-portabebes-al-portamaletas-218;https://jlwenti.com/website/image?model=product.public.category&id=153&field=image_512
219;1;Delantera;216;0;;;;accesorios-sillitas-portabebes-delantera-219;https://jlwenti.com/website/image?model=product.public.category&id=151&field=image_512
220;1;AL CUADRO;216;0;;;;accesorios-sillitas-portabebes-al-cuadro-220;https://jlwenti.com/website/image?model=product.public.category&id=150&field=image_512
221;1;Timbres;145;0;;;;accesorios-timbres-221;https://jlwenti.com/website/image?model=product.public.category&id=29&field=image_512
222;1;Bocinas;221;0;;;;accesorios-timbres-bocinas-222;https://jlwenti.com/website/image?model=product.public.category&id=347&field=image_512
223;1;Expositores;221;0;;;;accesorios-timbres-expositores-223;https://jlwenti.com/website/image?model=product.public.category&id=484&field=image_512
224;1;Adulto;221;0;;;;accesorios-timbres-adulto-224;https://jlwenti.com/website/image?model=product.public.category&id=154&field=image_512
225;1;Infantil;221;0;;;;accesorios-timbres-infantil-225;https://jlwenti.com/website/image?model=product.public.category&id=30&field=image_512
226;1;Componentes;1;1;;;;componentes-226;https://jlwenti.com/website/image?model=product.public.category&id=452&field=image_512
227;1;Bielas;226;0;;;;componentes-bielas-227;https://jlwenti.com/website/image?model=product.public.category&id=156&field=image_512
228;1;Bielas acero;227;0;;;;componentes-bielas-bielas-acero-228;https://jlwenti.com/website/image?model=product.public.category&id=158&field=image_512
229;1;Bielas aluminio;227;0;;;;componentes-bielas-bielas-aluminio-229;https://jlwenti.com/website/image?model=product.public.category&id=157&field=image_512
230;1;Bielas BMX;227;0;;;;componentes-bielas-bielas-bmx-230;https://jlwenti.com/website/image?model=product.public.category&id=426&field=image_512
231;1;Bielas E-Bike;227;0;;;;componentes-bielas-bielas-e-bike-231;https://jlwenti.com/website/image?model=product.public.category&id=523&field=image_512
232;1;Bolas y rodamientos;226;0;;;;componentes-bolas-y-rodamientos-232;https://jlwenti.com/website/image?model=product.public.category&id=159&field=image_512
233;1;Bolas;232;0;;;;componentes-bolas-y-rodamientos-bolas-233;https://jlwenti.com/website/image?model=product.public.category&id=483&field=image_512
234;1;Direccion;232;0;;;;componentes-bolas-y-rodamientos-direccion-234;https://jlwenti.com/website/image?model=product.public.category&id=161&field=image_512
235;1;Pedalier;232;0;;;;componentes-bolas-y-rodamientos-pedalier-235;https://jlwenti.com/website/image?model=product.public.category&id=162&field=image_512
236;1;Rueda;232;0;;;;componentes-bolas-y-rodamientos-rueda-236;https://jlwenti.com/website/image?model=product.public.category&id=163&field=image_512
237;1;Sellados;232;0;;;;componentes-bolas-y-rodamientos-sellados-237;https://jlwenti.com/website/image?model=product.public.category&id=493&field=image_512
238;1;Cables, guias, terminales;226;0;;;;componentes-cables-guias-terminales-238;https://jlwenti.com/website/image?model=product.public.category&id=48&field=image_512
239;1;Cambio;238;0;;;;componentes-cables-guias-terminales-cambio-239;https://jlwenti.com/website/image?model=product.public.category&id=165&field=image_512
240;1;Freno;238;0;;;;componentes-cables-guias-terminales-freno-240;https://jlwenti.com/website/image?model=product.public.category&id=166&field=image_512
241;1;Terminales;238;0;;;;componentes-cables-guias-terminales-terminales-241;https://jlwenti.com/website/image?model=product.public.category&id=450&field=image_512
242;1;Terminales y guias;241;0;;;;componentes-cables-guias-terminales-terminales-y-guias-242;https://jlwenti.com/website/image?model=product.public.category&id=164&field=image_512
243;1;Camaras;226;0;;;;componentes-camaras-243;https://jlwenti.com/website/image?model=product.public.category&id=52&field=image_512
244;1;"12""";243;0;;;;componentes-camaras-12-244;https://jlwenti.com/website/image?model=product.public.category&id=366&field=image_512
245;1;"14""";243;0;;;;componentes-camaras-14-245;https://jlwenti.com/website/image?model=product.public.category&id=367&field=image_512
246;1;"16""";243;0;;;;componentes-camaras-16-246;https://jlwenti.com/website/image?model=product.public.category&id=368&field=image_512
247;1;"18""";243;0;;;;componentes-camaras-18-247;https://jlwenti.com/website/image?model=product.public.category&id=369&field=image_512
248;1;"20""";243;0;;;;componentes-camaras-20-248;https://jlwenti.com/website/image?model=product.public.category&id=370&field=image_512
249;1;"24""";243;0;;;;componentes-camaras-24-249;https://jlwenti.com/website/image?model=product.public.category&id=371&field=image_512
250;1;"26""";243;0;;;;componentes-camaras-26-250;https://jlwenti.com/website/image?model=product.public.category&id=372&field=image_512
251;1;"27,5""";243;0;;;;componentes-camaras-27-5-251;https://jlwenti.com/website/image?model=product.public.category&id=373&field=image_512
252;1;"28""";243;0;;;;componentes-camaras-28-252;https://jlwenti.com/website/image?model=product.public.category&id=449&field=image_512
253;1;"29""";243;0;;;;componentes-camaras-29-253;https://jlwenti.com/website/image?model=product.public.category&id=375&field=image_512
254;1;"700""";243;0;;;;componentes-camaras-700-254;https://jlwenti.com/website/image?model=product.public.category&id=374&field=image_512
255;1;OTRAS;243;0;;;;componentes-camaras-otras-255;https://jlwenti.com/website/image?model=product.public.category&id=444&field=image_512
256;1;Cadenas;226;0;;;;componentes-cadenas-256;https://jlwenti.com/website/image?model=product.public.category&id=167&field=image_512
257;1;Recambios;256;0;;;;componentes-cadenas-recambios-257;https://jlwenti.com/website/image?model=product.public.category&id=170&field=image_512
258;1;Rollos de cadena;256;0;;;;componentes-cadenas-rollos-de-cadena-258;https://jlwenti.com/website/image?model=product.public.category&id=336&field=image_512
259;1;1 VEL;256;0;;;;componentes-cadenas-1-vel-259;https://jlwenti.com/website/image?model=product.public.category&id=168&field=image_512
260;1;5/6/7/8 VEL;256;0;;;;componentes-cadenas-5-6-7-8-vel-260;https://jlwenti.com/website/image?model=product.public.category&id=169&field=image_512
261;1;9/10 VEL;256;0;;;;componentes-cadenas-9-10-vel-261;https://jlwenti.com/website/image?model=product.public.category&id=514&field=image_512
262;1;11/12 VEL;256;0;;;;componentes-cadenas-11-12-vel-262;https://jlwenti.com/website/image?model=product.public.category&id=495&field=image_512
263;1;Cambios;226;0;;;;componentes-cambios-263;https://jlwenti.com/website/image?model=product.public.category&id=69&field=image_512
264;1;Mandos de cambio;263;0;;;;componentes-cambios-mandos-de-cambio-264;https://jlwenti.com/website/image?model=product.public.category&id=70&field=image_512
265;1;Cambios traseros;263;0;;;;componentes-cambios-cambios-traseros-265;https://jlwenti.com/website/image?model=product.public.category&id=174&field=image_512
266;1;Desviadores;263;0;;;;componentes-cambios-desviadores-266;https://jlwenti.com/website/image?model=product.public.category&id=36&field=image_512
267;1;Protector de cambio;263;0;;;;componentes-cambios-protector-de-cambio-267;https://jlwenti.com/website/image?model=product.public.category&id=171&field=image_512
268;1;Recambios;263;0;;;;componentes-cambios-recambios-268;https://jlwenti.com/website/image?model=product.public.category&id=173&field=image_512
269;1;Camisas;226;0;;;;componentes-camisas-269;https://jlwenti.com/website/image?model=product.public.category&id=176&field=image_512
270;1;Accesorios;269;0;;;;componentes-camisas-accesorios-270;https://jlwenti.com/website/image?model=product.public.category&id=177&field=image_512
271;1;Cambio;269;0;;;;componentes-camisas-cambio-271;https://jlwenti.com/website/image?model=product.public.category&id=178&field=image_512
272;1;Freno;269;0;;;;componentes-camisas-freno-272;https://jlwenti.com/website/image?model=product.public.category&id=179&field=image_512
273;1;Piñones;226;0;;;;componentes-pinones-273;https://jlwenti.com/website/image?model=product.public.category&id=46&field=image_512
274;1;Fijos;273;0;;;;componentes-pinones-fijos-274;https://jlwenti.com/website/image?model=product.public.category&id=482&field=image_512
275;1;1 velocidad;273;0;;;;componentes-pinones-1-velocidad-275;https://jlwenti.com/website/image?model=product.public.category&id=283&field=image_512
276;1;Cassette;273;0;;;;componentes-pinones-cassette-276;https://jlwenti.com/website/image?model=product.public.category&id=284&field=image_512
277;1;Rosca;273;0;;;;componentes-pinones-rosca-277;https://jlwenti.com/website/image?model=product.public.category&id=47&field=image_512
278;1;Cierres;226;0;;;;componentes-cierres-278;https://jlwenti.com/website/image?model=product.public.category&id=180&field=image_512
279;1;Conjuntos;278;0;;;;componentes-cierres-conjuntos-279;https://jlwenti.com/website/image?model=product.public.category&id=182&field=image_512
280;1;Rueda;278;0;;;;componentes-cierres-rueda-280;https://jlwenti.com/website/image?model=product.public.category&id=183&field=image_512
281;1;Sillin;278;0;;;;componentes-cierres-sillin-281;https://jlwenti.com/website/image?model=product.public.category&id=181&field=image_512
282;1;Pasante;278;0;;;;componentes-cierres-pasante-282;https://jlwenti.com/website/image?model=product.public.category&id=518&field=image_512
283;1;Cintas de manillar;226;0;;;;componentes-cintas-de-manillar-283;https://jlwenti.com/website/image?model=product.public.category&id=185&field=image_512
284;1;Cubiertas;226;0;;;;componentes-cubiertas-284;https://jlwenti.com/website/image?model=product.public.category&id=272&field=image_512
285;1;Otras;284;0;;;;componentes-cubiertas-otras-285;https://jlwenti.com/website/image?model=product.public.category&id=307&field=image_512
286;1;"12""";284;0;;;;componentes-cubiertas-12-286;https://jlwenti.com/website/image?model=product.public.category&id=274&field=image_512
287;1;"14""";284;0;;;;componentes-cubiertas-14-287;https://jlwenti.com/website/image?model=product.public.category&id=275&field=image_512
288;1;"16""";284;0;;;;componentes-cubiertas-16-288;https://jlwenti.com/website/image?model=product.public.category&id=276&field=image_512
289;1;"18""";284;0;;;;componentes-cubiertas-18-289;https://jlwenti.com/website/image?model=product.public.category&id=277&field=image_512
290;1;"20""";284;0;;;;componentes-cubiertas-20-290;https://jlwenti.com/website/image?model=product.public.category&id=278&field=image_512
291;1;"22""";284;0;;;;componentes-cubiertas-22-291;https://jlwenti.com/website/image?model=product.public.category&id=353&field=image_512
292;1;"24""";284;0;;;;componentes-cubiertas-24-292;https://jlwenti.com/website/image?model=product.public.category&id=279&field=image_512
293;1;"26""";284;0;;;;componentes-cubiertas-26-293;https://jlwenti.com/website/image?model=product.public.category&id=280&field=image_512
294;1;Menor que 26x1.75;293;0;;;;menor-que-26x1-75-294;https://jlwenti.com/website/image?model=product.public.category&id=435&field=image_512
295;1;Mayor que 26x1.75;293;0;;;;mayor-que-26x1-75-295;https://jlwenti.com/website/image?model=product.public.category&id=436&field=image_512
296;1;26x1.3/8 (Varias);293;0;;;;componentes-cubiertas-26-26x1-3-8-varias-296;https://jlwenti.com/website/image?model=product.public.category&id=434&field=image_512
297;1;"27.5""";284;0;;;;componentes-cubiertas-27-5-297;https://jlwenti.com/website/image?model=product.public.category&id=335&field=image_512
298;1;"28"" (700)";284;0;;;;componentes-cubiertas-28-700-298;https://jlwenti.com/website/image?model=product.public.category&id=281&field=image_512
299;1;CTB;298;0;;;;componentes-cubiertas-28-700-ctb-299;https://jlwenti.com/website/image?model=product.public.category&id=431&field=image_512
300;1;ROAD;298;0;;;;componentes-cubiertas-28-700-road-300;https://jlwenti.com/website/image?model=product.public.category&id=432&field=image_512
301;1;"29""";284;0;;;;componentes-cubiertas-29-301;https://jlwenti.com/website/image?model=product.public.category&id=282&field=image_512
302;1;Direcciones;226;0;;;;componentes-direcciones-302;https://jlwenti.com/website/image?model=product.public.category&id=62&field=image_512
303;1;Ahead;302;0;;;;componentes-direcciones-ahead-303;https://jlwenti.com/website/image?model=product.public.category&id=187&field=image_512
304;1;Rosca;302;0;;;;componentes-direcciones-rosca-304;https://jlwenti.com/website/image?model=product.public.category&id=188&field=image_512
305;1;Varios;302;0;;;;componentes-direcciones-varios-305;https://jlwenti.com/website/image?model=product.public.category&id=64&field=image_512
306;1;Espaciadores;302;0;;;;componentes-direcciones-espaciadores-306;https://jlwenti.com/website/image?model=product.public.category&id=63&field=image_512
307;1;Ejes pedalier;226;0;;;;componentes-ejes-pedalier-307;https://jlwenti.com/website/image?model=product.public.category&id=189&field=image_512
308;1;Cazoletas;307;0;;;;componentes-ejes-pedalier-cazoletas-308;https://jlwenti.com/website/image?model=product.public.category&id=190&field=image_512
